ID,EXPERIMENT_NAME,SAMPLE_NAME,TIME,BIO_REP,TEC_REP,TSS_BIOMASS_G,TSS_g/L,VSS_BIOMASS_G,VSS_g/L,TSS_%,VSS_%
CH230907,AT,1,48,3,1,0.022699999999999998,1.5133333333333332,0.0016304347826087019,0.10869565217391346,92.81746791802334,7.182532081976661
CH230710,AT,10,48,1,1,0.01659999999999999,1.106666666666666,0.0011304347826086875,0.07536231884057917,93.19015191199586,6.809848088004146
CH230802,AT,10,48,2,1,0.019599999999999992,1.3066666666666662,0.0006304347826086871,0.042028985507245806,96.78349600709853,3.216503992901466
CH230907,AT,10,48,3,1,0.0155,1.0333333333333334,0.0,0.0,100.0,0.0
CH230710,AT,100,48,1,1,0.0175,1.1666666666666667,0.0018304347826087076,0.12202898550724717,89.54037267080739,10.459627329192614
CH230802,AT,100,48,2,1,0.022699999999999998,1.5133333333333332,0.0012304347826086904,0.08202898550724602,94.57958245546833,5.420417544531675
CH230907,AT,100,48,3,1,0.0174,1.16,0.0,0.0,100.0,0.0
CH230710,AT,Control,48,1,1,0.01590000000000001,1.0600000000000007,0.0009304347826087096,0.062028985507247295,94.14820891441063,5.851791085589364
CH230802,AT,Control,48,2,1,0.020199999999999996,1.3466666666666665,0.0005304347826086981,0.03536231884057987,97.3740852346104,2.625914765389595
CH230907,AT,Control,48,3,1,0.020199999999999996,1.3466666666666665,0.0,0.0,100.0,0.0
CH240116,BM,AMC,0,1,1,0.014400000000000024,0.9600000000000015,0.0012304347826087043,0.08202898550724695,91.45531400966179,8.54468599033821
CH240115,BM,AMC,0,2,1,0.014300000000000007,0.9533333333333338,0.0010304347826086985,0.06869565217391324,92.79416235937974,7.205837640620266
CH240114,BM,AMC,0,3,1,0.014800000000000021,0.986666666666668,0.0012304347826087043,0.08202898550724695,91.68625146886012,8.313748531139883
CH240116,BM,CoA,0,1,1,0.011900000000000008,0.7933333333333338,0.0012304347826087043,0.08202898550724695,89.66021191085123,10.33978808914877
CH240115,BM,CoA,0,2,1,0.011900000000000008,0.7933333333333338,0.0010304347826086985,0.06869565217391324,91.34088417975885,8.65911582024116
CH240114,BM,CoA,0,3,1,0.012500000000000011,0.833333333333334,0.0012304347826087043,0.08202898550724695,90.15652173913037,9.843478260869626
CH240116,BM,CoC,0,1,1,0.0023000000000000104,0.15333333333333402,0.0009304347826086957,0.06202898550724638,59.546313799622105,40.453686200377895
CH240115,BM,CoC,0,2,1,0.0023999999999999994,0.15999999999999995,0.0010304347826086985,0.06869565217391324,57.065217391304216,42.934782608695784
CH240114,BM,CoC,0,3,1,0.002500000000000016,0.16666666666666774,0.0010304347826086985,0.06869565217391324,58.78260869565232,41.21739130434768
CH240116,BM,EPS,0,1,1,0.0023000000000000104,0.15333333333333402,0.0009304347826086957,0.06202898550724638,59.546313799622105,40.453686200377895
CH240115,BM,EPS,0,2,1,0.0023999999999999994,0.15999999999999995,0.0010304347826086985,0.06869565217391324,57.065217391304216,42.934782608695784
CH240114,BM,EPS,0,3,1,0.002500000000000016,0.16666666666666774,0.0010304347826086985,0.06869565217391324,58.78260869565232,41.21739130434768
CH240116,BM,AMC,12,1,1,0.015899999999999997,1.0599999999999998,0.0022304347826086913,0.14869565217391276,85.97210828547992,14.027891714520074
CH240115,BM,AMC,12,2,1,0.016500000000000015,1.100000000000001,0.001530434782608699,0.10202898550724661,90.72463768115941,9.275362318840592
CH240114,BM,AMC,12,3,1,0.017100000000000004,1.1400000000000001,0.001630434782608688,0.10869565217391253,90.46529366895504,9.534706331044958
CH240116,BM,CoA,12,1,1,0.015200000000000005,1.0133333333333336,0.0013304347826086933,0.08869565217391288,91.24713958810071,8.752860411899295
CH240115,BM,CoA,12,2,1,0.0175,1.1666666666666667,0.0014304347826086961,0.09536231884057973,91.82608695652173,8.173913043478262
CH240114,BM,CoA,12,3,1,0.01780000000000001,1.1866666666666672,0.0018304347826087076,0.12202898550724717,89.71665852467018,10.283341475329813
CH240116,BM,AMC,24,1,1,0.017600000000000005,1.1733333333333338,0.0019304347826086966,0.1286956521739131,89.03162055335969,10.968379446640316
CH240115,BM,AMC,24,2,1,0.016399999999999998,1.093333333333333,0.001630434782608688,0.10869565217391253,90.05832449628849,9.941675503711513
CH240114,BM,AMC,24,3,1,0.015899999999999997,1.0599999999999998,0.001530434782608699,0.10202898550724661,90.37462400875032,9.625375991249681
CH240116,BM,CoA,24,1,1,0.018400000000000014,1.2266666666666675,0.002330434782608708,0.15536231884058055,87.33459357277877,12.665406427221232
CH240115,BM,CoA,24,2,1,0.016900000000000012,1.1266666666666676,0.0020304347826086994,0.13536231884057995,87.9855930023154,12.0144069976846
CH240114,BM,CoA,24,3,1,0.017700000000000007,1.1800000000000006,0.0021304347826087023,0.14202898550724682,87.96364529599603,12.036354704003962
CH240116,BM,CoC,24,1,1,0.002799999999999997,0.18666666666666648,0.0012304347826086904,0.08202898550724602,56.05590062111816,43.94409937888184
CH240115,BM,CoC,24,2,1,0.002700000000000008,0.18000000000000052,0.0013304347826086933,0.08869565217391288,50.72463768115965,49.27536231884035
CH240114,BM,CoC,24,3,1,0.0016999999999999932,0.11333333333333288,0.0006304347826086871,0.042028985507245806,62.91560102301826,37.08439897698174
CH240116,BM,EPS,24,1,1,0.0031999999999999945,0.213333333333333,0.00073043478260869,0.04869565217391267,77.1739130434784,22.8260869565216
CH240115,BM,EPS,24,2,1,0.0030000000000000027,0.20000000000000018,0.0010304347826086985,0.06869565217391324,65.65217391304341,34.34782608695659
CH240114,BM,EPS,24,3,1,0.003699999999999995,0.24666666666666637,0.0011304347826086875,0.07536231884057917,69.44770857814353,30.55229142185646
CH240116,BM,AMC,48,1,1,0.0175,1.1666666666666667,0.0018304347826086937,0.12202898550724625,89.54037267080747,10.459627329192536
CH240115,BM,AMC,48,2,1,0.017,1.1333333333333333,0.001530434782608699,0.10202898550724661,90.99744245524295,9.002557544757053
CH240114,BM,AMC,48,3,1,0.018000000000000002,1.2000000000000002,0.0022304347826086913,0.14869565217391276,87.60869565217394,12.391304347826061
CH240116,BM,CoA,48,1,1,0.01830000000000001,1.2200000000000009,0.0018304347826086937,0.12202898550724625,89.99762413875031,10.002375861249686
CH240115,BM,CoA,48,2,1,0.018199999999999994,1.213333333333333,0.0022304347826086913,0.14869565217391276,87.74486383182037,12.255136168179627
CH240114,BM,CoA,48,3,1,0.018400000000000014,1.2266666666666675,0.0016304347826087019,0.10869565217391346,91.13894139886575,8.861058601134243
CH240116,BM,CoC,48,1,1,0.0031000000000000055,0.20666666666666703,0.0007304347826087038,0.04869565217391359,76.43758765778378,23.562412342216213
CH240115,BM,CoC,48,2,1,0.002799999999999997,0.18666666666666648,0.000630434782608701,0.04202898550724673,77.48447204968923,22.51552795031077
CH240114,BM,CoC,48,3,1,0.0040000000000000036,0.2666666666666669,0.0005304347826086981,0.03536231884057987,86.73913043478255,13.260869565217442
CH240116,BM,EPS,48,1,1,0.004100000000000006,0.27333333333333376,0.0010304347826086985,0.06869565217391324,74.86744432661715,25.132555673382857
CH240115,BM,EPS,48,2,1,0.0032000000000000084,0.2133333333333339,0.0007304347826087038,0.04869565217391359,77.17391304347807,22.826086956521934
CH240114,BM,EPS,48,3,1,0.003600000000000006,0.24000000000000038,0.0007304347826087038,0.04869565217391359,79.71014492753604,20.289855072463965
CH230921,CC,FEMAK,0,1,1,0.024400000000000005,1.6266666666666671,0.016230434782608702,1.082028985507247,33.48182466143976,66.51817533856024
CH230921,CC,FEMAK,0,2,1,0.024300000000000002,1.62,0.016430434782608694,1.0953623188405794,32.38504204687783,67.61495795312217
CH230921,CC,FEMAK,0,3,1,0.02389999999999999,1.5933333333333326,0.01633043478260869,1.0886956521739126,31.67182099326905,68.32817900673095
CH230921,CC,FEMAK,0,4,1,0.0242,1.6133333333333333,0.01583043478260869,1.0553623188405794,34.58498023715417,65.41501976284583
CH230921,CC,FEMAK,0,5,1,0.024300000000000002,1.62,0.016230434782608702,1.082028985507247,33.208087314367475,66.79191268563252
CH230921,CC,OECD,0,1,1,0.0218,1.4533333333333334,0.0016304347826087019,0.10869565217391346,92.52094136418027,7.479058635819732
CH230921,CC,OECD,0,2,1,0.0218,1.4533333333333334,0.0011304347826087014,0.07536231884058009,94.81451934583164,5.185480654168355
CH230921,CC,OECD,0,3,1,0.0203,1.3533333333333333,0.0014304347826086961,0.09536231884057973,92.95352323838081,7.046476761619193
CH230921,CC,OECD,0,4,1,0.022400000000000003,1.4933333333333334,0.0014304347826086961,0.09536231884057973,93.61413043478261,6.385869565217392
CH230921,CC,OECD,0,5,1,0.019000000000000003,1.2666666666666668,0.0014304347826086961,0.09536231884057973,92.47139588100687,7.528604118993136
CH230921,CC,RueBio,0,1,1,0.02869999999999999,1.9133333333333327,0.013530434782608696,0.9020289855072464,52.85562793516132,47.14437206483868
CH230921,CC,RueBio,0,2,1,0.021099999999999994,1.4066666666666663,0.009230434782608697,0.6153623188405799,56.25386358953222,43.74613641046778
CH230921,CC,RueBio,0,3,1,0.025999999999999995,1.733333333333333,0.012130434782608697,0.8086956521739131,53.34448160535115,46.65551839464885
CH230921,CC,RueBio,0,4,1,0.024500000000000008,1.6333333333333337,0.011530434782608708,0.7686956521739139,52.937000887311406,47.062999112688594
CH230921,CC,RueBio,0,5,1,0.0257,1.7133333333333334,0.011930434782608705,0.7953623188405803,53.578074775841614,46.421925224158386
CH230724,LT,100,0,1,1,0.021000000000000005,1.4000000000000004,0.0011304347826087014,0.07536231884058009,94.61697722567285,5.383022774327148
CH230807,LT,100,0,2,1,0.0189,1.26,0.000630434782608701,0.04202898550724673,96.66436622958359,3.3356337704164067
