ID,EXPERIMENT_NAME,SAMPLE_NAME,TIME,BIO_REP,TEC_REP,TSS_BIOMASS_G,TSS_g/L,VSS_BIOMASS_G,VSS_g/L,TSS_%,VSS_%
CH230914,LT,100,0,3,1,0.032,2.1333333333333333,0.005230434782608708,0.3486956521739139,83.65489130434779,16.345108695652215
CH230724,LT,25,0,1,1,0.021000000000000005,1.4000000000000004,0.0011304347826087014,0.07536231884058009,94.61697722567285,5.383022774327148
CH230807,LT,25,0,2,1,0.0189,1.26,0.000630434782608701,0.04202898550724673,96.66436622958359,3.3356337704164067
CH230914,LT,25,0,3,1,0.032,2.1333333333333333,0.005230434782608708,0.3486956521739139,83.65489130434779,16.345108695652215
CH230724,LT,50,0,1,1,0.021000000000000005,1.4000000000000004,0.0011304347826087014,0.07536231884058009,94.61697722567285,5.383022774327148
CH230807,LT,50,0,2,1,0.0189,1.26,0.000630434782608701,0.04202898550724673,96.66436622958359,3.3356337704164067
CH230914,LT,50,0,3,1,0.032,2.1333333333333333,0.005230434782608708,0.3486956521739139,83.65489130434779,16.345108695652215
CH230724,LT,70,0,1,1,0.021000000000000005,1.4000000000000004,0.0011304347826087014,0.07536231884058009,94.61697722567285,5.383022774327148
CH230807,LT,70,0,2,1,0.0189,1.26,0.000630434782608701,0.04202898550724673,96.66436622958359,3.3356337704164067
CH230914,LT,70,0,3,1,0.032,2.1333333333333333,0.005230434782608708,0.3486956521739139,83.65489130434779,16.345108695652215
CH230724,LT,Control,0,1,1,0.021000000000000005,1.4000000000000004,0.0011304347826087014,0.07536231884058009,94.61697722567285,5.383022774327148
CH230807,LT,Control,0,2,1,0.0189,1.26,0.000630434782608701,0.04202898550724673,96.66436622958359,3.3356337704164067
CH230914,LT,Control,0,3,1,0.032,2.1333333333333333,0.005230434782608708,0.3486956521739139,83.65489130434779,16.345108695652215
CH230724,LT,100,12,1,1,0.022400000000000003,1.4933333333333334,0.0009304347826086957,0.06202898550724638,95.84627329192547,4.153726708074535
CH230807,LT,100,12,2,1,0.022199999999999998,1.4799999999999998,0.0010304347826086985,0.06869565217391324,95.358401880141,4.641598119859004
CH230914,LT,100,12,3,1,0.0291,1.9400000000000002,0.0014304347826086961,0.09536231884057973,95.08441655460929,4.915583445390707
CH230724,LT,25,12,1,1,0.022400000000000003,1.4933333333333334,0.0011304347826087014,0.07536231884058009,94.9534161490683,5.046583850931703
CH230807,LT,25,12,2,1,0.0199,1.3266666666666667,0.000630434782608701,0.04202898550724673,96.8319860170417,3.1680139829582963
CH230914,LT,25,12,3,1,0.027900000000000008,1.8600000000000005,0.00143043478260871,0.09536231884058068,94.87299361072147,5.127006389278529
CH230724,LT,50,12,1,1,0.023599999999999996,1.573333333333333,0.0011304347826087014,0.07536231884058009,95.21002210759025,4.789977892409753
CH230807,LT,50,12,2,1,0.01999999999999999,1.3333333333333326,0.0005304347826086981,0.03536231884057987,97.3478260869565,2.652173913043492
CH230914,LT,50,12,3,1,0.025999999999999995,1.733333333333333,0.0013304347826086933,0.08869565217391288,94.88294314381272,5.117056856187283
CH230724,LT,70,12,1,1,0.021500000000000005,1.4333333333333338,0.0011304347826087014,0.07536231884058009,94.74216380182,5.257836198180005
CH230807,LT,70,12,2,1,0.023500000000000007,1.566666666666667,0.0011304347826087014,0.07536231884058009,95.1896392229417,4.810360777058302
CH230914,LT,70,12,3,1,0.028300000000000006,1.8866666666666672,0.0014304347826086961,0.09536231884057973,94.94546013212475,5.05453986787525
CH230724,LT,Control,12,1,1,0.021099999999999994,1.4066666666666663,0.0011304347826087014,0.07536231884058009,94.64248918194929,5.357510818050719
CH230807,LT,Control,12,2,1,0.020900000000000002,1.3933333333333335,0.0011304347826087014,0.07536231884058009,94.59122113584354,5.4087788641564645
CH230914,LT,Control,12,3,1,0.026399999999999993,1.7599999999999996,0.0012304347826086904,0.08202898550724602,95.3392621870883,4.660737812911707
CH230724,LT,100,24,1,1,0.023499999999999993,1.5666666666666662,0.0010304347826086985,0.06869565217391324,95.61517113783532,4.384828862164676
CH230807,LT,100,24,2,1,0.020900000000000002,1.3933333333333335,0.0009304347826086957,0.06202898550724638,95.54815893488663,4.451841065113376
CH230914,LT,100,24,3,1,0.028999999999999998,1.9333333333333331,0.002330434782608708,0.15536231884058055,91.96401799100445,8.035982008995546
CH230724,LT,25,24,1,1,0.022900000000000004,1.5266666666666668,0.0007304347826087038,0.04869565217391359,96.810328460224,3.189671539775999
CH230807,LT,25,24,2,1,0.021600000000000008,1.4400000000000006,0.00033043478260870625,0.022028985507247086,98.47020933977451,1.5297906602254914
CH230914,LT,25,24,3,1,0.027900000000000008,1.8600000000000005,0.0019304347826086966,0.1286956521739131,93.08087891538102,6.919121084618982
CH230724,LT,50,24,1,1,0.0242,1.6133333333333333,0.0011304347826087014,0.07536231884058009,95.32878189004668,4.671218109953312
CH230807,LT,50,24,2,1,0.020099999999999993,1.3399999999999996,0.00033043478260869237,0.02202898550724616,98.35604585766819,1.6439541423318036
CH230914,LT,50,24,3,1,0.028700000000000003,1.9133333333333336,0.0025304347826087,0.16869565217391333,91.18315406756551,8.816845932434493
CH230724,LT,70,24,1,1,0.022000000000000006,1.466666666666667,0.0008304347826086928,0.055362318840579516,96.22529644268776,3.7747035573122387
CH230807,LT,70,24,2,1,0.02260000000000001,1.5066666666666673,0.0009304347826086957,0.06202898550724638,95.88303193535975,4.116968064640244
CH230914,LT,70,24,3,1,0.029200000000000004,1.9466666666666668,0.0022304347826086913,0.14869565217391276,92.36152471709352,7.638475282906477
CH230724,LT,Control,24,1,1,0.0208,1.3866666666666667,0.0013304347826086933,0.08869565217391288,93.60367892976589,6.3963210702341025
CH230807,LT,Control,24,2,1,0.021999999999999992,1.4666666666666661,0.00073043478260869,0.04869565217391267,96.67984189723323,3.3201581027667744
CH230914,LT,Control,24,3,1,0.02560000000000001,1.7066666666666674,0.00143043478260871,0.09536231884058068,94.41236413043472,5.587635869565272
CH230724,LT,100,48,1,1,0.019799999999999998,1.3199999999999998,0.0010304347826086985,0.06869565217391324,94.79578392621869,5.204216073781306
CH230807,LT,100,48,2,1,0.021199999999999997,1.413333333333333,0.0005304347826086981,0.03536231884057987,97.49794913863822,2.502050861361784
CH230914,LT,100,48,3,1,0.027700000000000002,1.846666666666667,0.002430434782608697,0.16202898550724645,91.22586721079892,8.77413278920107
CH230724,LT,25,48,1,1,0.020699999999999996,1.3799999999999997,0.000630434782608701,0.04202898550724673,96.95442134005458,3.045578659945416
CH230807,LT,25,48,2,1,0.022699999999999998,1.5133333333333332,0.0010304347826086985,0.06869565217391324,95.46063972419076,4.539360275809246
CH230914,LT,25,48,3,1,0.027900000000000008,1.8600000000000005,0.002230434782608705,0.14869565217391367,92.00561009817669,7.994389901823314
CH230724,LT,50,48,1,1,0.0213,1.42,0.0009304347826086957,0.06202898550724638,95.63176158399673,4.368238416003266
CH230807,LT,50,48,2,1,0.021500000000000005,1.4333333333333338,0.0,0.0,100.0,0.0
CH230914,LT,50,48,3,1,0.029899999999999996,1.9933333333333332,0.0029304347826086975,0.19536231884057983,90.19921477388395,9.800785226116046
CH230724,LT,70,48,1,1,0.020000000000000004,1.3333333333333335,0.0008304347826086928,0.055362318840579516,95.84782608695653,4.152173913043463
CH230807,LT,70,48,2,1,0.020900000000000002,1.3933333333333335,0.00073043478260869,0.04869565217391267,96.50509673392972,3.4949032660702866
