s, A
0.000000, 0.984406
1.000000, 0.984399
2.000000, 0.985035
3.000000, 0.985868
4.000000, 0.986625
5.000000, 0.986961
6.000000, 0.987245
7.000000, 0.987365
8.000000, 0.987595
9.000000, 0.987597
10.000000, 0.987588
11.000000, 0.987638
12.000000, 0.987832
13.000000, 0.987705
14.000000, 0.987092
15.000000, 0.986247
16.000000, 0.985756
17.000000, 0.985860
18.000000, 0.986448
19.000000, 0.986757
20.000000, 0.986570
21.000000, 0.986458
22.000000, 0.986399
23.000000, 0.986399
24.000000, 0.986357
25.000000, 0.986321
26.000000, 0.986311
27.000000, 0.986238
28.000000, 0.986112
29.000000, 0.985932
30.000000, 0.985646
31.000000, 0.985279
32.000000, 0.984849
33.000000, 0.984533
34.000000, 0.984259
35.000000, 0.983891
36.000000, 0.983541
37.000000, 0.983243
38.000000, 0.982958
39.000000, 0.982788
40.000000, 0.982745
41.000000, 0.982851
42.000000, 0.983059
43.000000, 0.983348
44.000000, 0.983639
45.000000, 0.983869
46.000000, 0.983941
47.000000, 0.983920
48.000000, 0.983858
49.000000, 0.983749
50.000000, 0.983676
51.000000, 0.983641
52.000000, 0.983609
53.000000, 0.983609
54.000000, 0.983632
55.000000, 0.983616
56.000000, 0.983575
57.000000, 0.983408
58.000000, 0.983134
59.000000, 0.982801
60.000000, 0.982456
61.000000, 0.982192
62.000000, 0.981942
63.000000, 0.981744
64.000000, 0.981547
65.000000, 0.981357
66.000000, 0.981126
67.000000, 0.980885
68.000000, 0.980581
69.000000, 0.980152
70.000000, 0.979667
71.000000, 0.979226
72.000000, 0.978846
73.000000, 0.978527
74.000000, 0.978257
75.000000, 0.978011
76.000000, 0.977741
77.000000, 0.977462
78.000000, 0.977230
79.000000, 0.976986
80.000000, 0.976747
81.000000, 0.976517
82.000000, 0.976366
83.000000, 0.976278
84.000000, 0.976187
85.000000, 0.976166
86.000000, 0.976133
87.000000, 0.976122
88.000000, 0.976082
89.000000, 0.976097
90.000000, 0.976074
91.000000, 0.976075
92.000000, 0.976020
93.000000, 0.975943
94.000000, 0.975906
95.000000, 0.975812
96.000000, 0.975628
97.000000, 0.975392
98.000000, 0.975083
99.000000, 0.974702
100.000000, 0.974380
101.000000, 0.974069
102.000000, 0.973756
103.000000, 0.973477
104.000000, 0.973208
105.000000, 0.972909
106.000000, 0.972515
107.000000, 0.972169
108.000000, 0.971773
109.000000, 0.971383
110.000000, 0.970946
111.000000, 0.970508
112.000000, 0.970088
113.000000, 0.969689
114.000000, 0.969372
115.000000, 0.969091
116.000000, 0.968860
117.000000, 0.968693
118.000000, 0.968513
119.000000, 0.968322
120.000000, 0.968183
121.000000, 0.968047
122.000000, 0.967890
123.000000, 0.967655
124.000000, 0.967509
125.000000, 0.967322
126.000000, 0.967089
127.000000, 0.966854
128.000000, 0.966652
129.000000, 0.966413
130.000000, 0.966131
131.000000, 0.965821
132.000000, 0.965510
133.000000, 0.965149
134.000000, 0.964734
135.000000, 0.964382
136.000000, 0.964016
137.000000, 0.963632
138.000000, 0.963271
139.000000, 0.962853
140.000000, 0.962473
141.000000, 0.962114
142.000000, 0.961728
143.000000, 0.961323
144.000000, 0.960955
145.000000, 0.960637
146.000000, 0.960324
147.000000, 0.960020
148.000000, 0.959694
149.000000, 0.959394
150.000000, 0.959185
151.000000, 0.958985
152.000000, 0.958807
153.000000, 0.958620
154.000000, 0.958502
155.000000, 0.958313
156.000000, 0.958176
157.000000, 0.958089
158.000000, 0.957914
159.000000, 0.957741
160.000000, 0.957641
161.000000, 0.957538
162.000000, 0.957447
163.000000, 0.957390
164.000000, 0.957350
165.000000, 0.957290
166.000000, 0.957273
167.000000, 0.957271
168.000000, 0.957261
169.000000, 0.957188
170.000000, 0.957136
171.000000, 0.957015
172.000000, 0.956875
173.000000, 0.956791
174.000000, 0.956724
175.000000, 0.956714
176.000000, 0.956684
177.000000, 0.956642
178.000000, 0.956603
179.000000, 0.956548
180.000000, 0.956522
181.000000, 0.956405
182.000000, 0.956253
183.000000, 0.956113
184.000000, 0.955954
185.000000, 0.955744
186.000000, 0.955598
187.000000, 0.955449
188.000000, 0.955286
189.000000, 0.955165
190.000000, 0.955079
191.000000, 0.955088
192.000000, 0.955091
193.000000, 0.955130
194.000000, 0.955239
195.000000, 0.955388
196.000000, 0.955616
197.000000, 0.955815
198.000000, 0.955986
199.000000, 0.956179
200.000000, 0.956384
201.000000, 0.956645
202.000000, 0.956965
203.000000, 0.957261
204.000000, 0.957520
205.000000, 0.957742
206.000000, 0.957974
207.000000, 0.958164
208.000000, 0.958331
209.000000, 0.958587
210.000000, 0.958792
211.000000, 0.959024
212.000000, 0.959354
213.000000, 0.959610
214.000000, 0.959835
215.000000, 0.960073
216.000000, 0.960282
217.000000, 0.960510
218.000000, 0.960751
219.000000, 0.961007
220.000000, 0.961216
221.000000, 0.961366
222.000000, 0.961381
223.000000, 0.961416
