s, A
0.000000, 0.651269
1.000000, 0.651335
2.000000, 0.571175
3.000000, 0.640404
4.000000, 0.588966
5.000000, 0.633519
6.000000, 0.603374
7.000000, 0.640840
8.000000, 0.622624
9.000000, 0.612167
10.000000, 0.624286
11.000000, 0.626023
12.000000, 0.582801
13.000000, 0.635685
14.000000, 0.679957
15.000000, 0.627127
16.000000, 0.663898
17.000000, 0.609784
18.000000, 0.643349
19.000000, 0.599037
20.000000, 0.614967
21.000000, 0.684392
22.000000, 0.648061
23.000000, 0.611012
24.000000, 0.636675
25.000000, 0.652468
26.000000, 0.639909
27.000000, 0.612848
28.000000, 0.618096
29.000000, 0.625941
30.000000, 0.660428
31.000000, 0.627758
32.000000, 0.661629
33.000000, 0.687489
34.000000, 0.639098
35.000000, 0.605498
36.000000, 0.568193
37.000000, 0.646009
38.000000, 0.637765
39.000000, 0.604273
40.000000, 0.622568
41.000000, 0.626310
42.000000, 0.649562
43.000000, 0.605337
44.000000, 0.635626
45.000000, 0.658889
46.000000, 0.585692
47.000000, 0.624531
48.000000, 0.653944
49.000000, 0.588149
50.000000, 0.576530
51.000000, 0.602890
52.000000, 0.619754
53.000000, 0.650214
54.000000, 0.614446
55.000000, 0.578941
56.000000, 0.606356
57.000000, 0.604679
58.000000, 0.628664
59.000000, 0.605683
60.000000, 0.623361
