s, A
0.000000, 0.306784
1.000000, 0.306728
2.000000, 0.312108
3.000000, 0.309977
4.000000, 0.299875
5.000000, 0.303248
6.000000, 0.286723
7.000000, 0.312460
8.000000, 0.296055
9.000000, 0.304714
10.000000, 0.302291
11.000000, 0.298055
12.000000, 0.292031
13.000000, 0.292408
14.000000, 0.299797
15.000000, 0.299334
16.000000, 0.283826
17.000000, 0.287274
18.000000, 0.279741
19.000000, 0.294475
20.000000, 0.291235
21.000000, 0.299858
22.000000, 0.292517
23.000000, 0.291555
24.000000, 0.300642
25.000000, 0.310848
26.000000, 0.295327
27.000000, 0.295457
28.000000, 0.300170
29.000000, 0.288539
30.000000, 0.298443
31.000000, 0.284250
32.000000, 0.286082
33.000000, 0.302385
34.000000, 0.290341
35.000000, 0.306485
36.000000, 0.277540
37.000000, 0.294331
38.000000, 0.283905
39.000000, 0.306371
40.000000, 0.295234
41.000000, 0.292970
42.000000, 0.287752
43.000000, 0.295802
44.000000, 0.286735
45.000000, 0.287113
46.000000, 0.287948
47.000000, 0.300659
48.000000, 0.293537
49.000000, 0.293307
50.000000, 0.286127
51.000000, 0.289351
52.000000, 0.289038
53.000000, 0.294845
54.000000, 0.303192
55.000000, 0.300985
56.000000, 0.300766
57.000000, 0.303718
58.000000, 0.294028
59.000000, 0.301886
60.000000, 0.293519
