s, A
0.000000, 0.301297
1.000000, 0.301326
2.000000, 0.324736
3.000000, 0.310318
4.000000, 0.319358
5.000000, 0.318654
6.000000, 0.318071
7.000000, 0.318287
8.000000, 0.318536
9.000000, 0.318571
10.000000, 0.318513
11.000000, 0.307515
12.000000, 0.315962
13.000000, 0.316374
14.000000, 0.323200
15.000000, 0.322954
16.000000, 0.322596
17.000000, 0.315103
18.000000, 0.323018
19.000000, 0.313560
20.000000, 0.313990
21.000000, 0.315142
22.000000, 0.316052
23.000000, 0.316070
24.000000, 0.315768
25.000000, 0.315732
26.000000, 0.315839
27.000000, 0.322129
28.000000, 0.313382
29.000000, 0.312900
30.000000, 0.319430
31.000000, 0.312109
32.000000, 0.312475
33.000000, 0.322484
34.000000, 0.315382
35.000000, 0.322546
36.000000, 0.314567
37.000000, 0.315293
38.000000, 0.322963
39.000000, 0.316194
40.000000, 0.324402
41.000000, 0.316435
42.000000, 0.316241
43.000000, 0.317354
44.000000, 0.317862
45.000000, 0.317948
46.000000, 0.317910
47.000000, 0.317019
48.000000, 0.316901
49.000000, 0.317038
50.000000, 0.309285
51.000000, 0.316772
52.000000, 0.316352
53.000000, 0.324483
54.000000, 0.317061
55.000000, 0.316799
56.000000, 0.316698
57.000000, 0.316239
58.000000, 0.316094
59.000000, 0.316397
60.000000, 0.316494
