s, A
0.000000, 1.033686
1.000000, 1.020358
2.000000, 1.002782
3.000000, 1.006096
4.000000, 1.001026
5.000000, 1.002319
6.000000, 0.988310
7.000000, 0.997391
8.000000, 0.966263
9.000000, 0.981803
10.000000, 0.980731
11.000000, 0.967176
12.000000, 0.958081
13.000000, 0.974322
14.000000, 0.946407
15.000000, 0.954516
16.000000, 0.954576
17.000000, 0.940344
18.000000, 0.940734
19.000000, 0.982684
20.000000, 0.965632
21.000000, 0.941946
22.000000, 0.932937
23.000000, 0.925279
24.000000, 0.909770
25.000000, 0.894332
26.000000, 0.886632
27.000000, 0.885597
28.000000, 0.878096
29.000000, 0.870396
30.000000, 0.869429
31.000000, 0.869023
32.000000, 0.853925
33.000000, 0.853415
34.000000, 0.852434
35.000000, 0.844760
36.000000, 0.836764
37.000000, 0.836048
38.000000, 0.828254
39.000000, 0.827928
40.000000, 0.827510
41.000000, 0.826423
42.000000, 0.818569
43.000000, 0.810732
44.000000, 0.810418
45.000000, 0.809543
46.000000, 0.801492
47.000000, 0.800700
48.000000, 0.792421
49.000000, 0.791773
50.000000, 0.783716
51.000000, 0.783380
52.000000, 0.782662
53.000000, 0.781631
54.000000, 0.773265
55.000000, 0.772844
56.000000, 0.772298
57.000000, 0.771476
58.000000, 0.770370
59.000000, 0.762429
60.000000, 0.761826
61.000000, 0.761108
62.000000, 0.760330
63.000000, 0.752491
64.000000, 0.751937
65.000000, 0.744169
66.000000, 0.744100
67.000000, 0.744042
68.000000, 0.743579
69.000000, 0.742689
70.000000, 0.734826
71.000000, 0.734561
72.000000, 0.734321
73.000000, 0.734107
74.000000, 0.733507
75.000000, 0.732784
76.000000, 0.732004
77.000000, 0.731103
78.000000, 0.729906
79.000000, 0.728606
80.000000, 0.727324
81.000000, 0.726183
82.000000, 0.724915
83.000000, 0.723656
84.000000, 0.716014
85.000000, 0.715567
86.000000, 0.714933
87.000000, 0.714010
88.000000, 0.713200
89.000000, 0.712632
90.000000, 0.712089
91.000000, 0.711268
92.000000, 0.710270
93.000000, 0.709349
94.000000, 0.708644
95.000000, 0.708163
96.000000, 0.707409
97.000000, 0.706445
98.000000, 0.705385
99.000000, 0.697544
100.000000, 0.697013
101.000000, 0.696351
102.000000, 0.695673
103.000000, 0.694727
104.000000, 0.694131
105.000000, 0.693682
106.000000, 0.693066
107.000000, 0.692546
108.000000, 0.691951
109.000000, 0.691389
110.000000, 0.690951
111.000000, 0.690760
112.000000, 0.690561
113.000000, 0.690294
114.000000, 0.690127
115.000000, 0.689900
116.000000, 0.689674
117.000000, 0.689501
118.000000, 0.689454
119.000000, 0.689410
120.000000, 0.689208
121.000000, 0.688943
122.000000, 0.688516
123.000000, 0.688214
124.000000, 0.687869
125.000000, 0.687609
126.000000, 0.687308
127.000000, 0.686870
128.000000, 0.686508
129.000000, 0.686382
130.000000, 0.686369
131.000000, 0.686313
132.000000, 0.686252
133.000000, 0.686156
134.000000, 0.686054
135.000000, 0.685989
136.000000, 0.685970
137.000000, 0.685957
138.000000, 0.685703
139.000000, 0.685274
140.000000, 0.684744
141.000000, 0.684270
142.000000, 0.683932
143.000000, 0.683591
144.000000, 0.683246
145.000000, 0.682653
146.000000, 0.681919
147.000000, 0.681220
148.000000, 0.680464
149.000000, 0.679540
150.000000, 0.678655
