s, A
0.000000, 0.947120
1.000000, 0.947167
2.000000, 1.036400
3.000000, 1.008450
4.000000, 1.138375
5.000000, 1.098447
6.000000, 1.122574
7.000000, 1.107859
8.000000, 1.147035
9.000000, 1.106562
10.000000, 0.884470
11.000000, 0.805668
12.000000, 0.865853
13.000000, 0.757743
14.000000, 0.622290
15.000000, 0.567561
16.000000, 0.550384
17.000000, 0.550175
18.000000, 0.509538
19.000000, 0.486342
20.000000, 0.454955
21.000000, 0.423810
22.000000, 0.408467
23.000000, 0.385102
24.000000, 0.353599
25.000000, 0.330520
26.000000, 0.306468
27.000000, 0.282124
28.000000, 0.266843
29.000000, 0.251670
30.000000, 0.236378
31.000000, 0.221547
32.000000, 0.206453
33.000000, 0.198461
34.000000, 0.190336
35.000000, 0.182601
36.000000, 0.181885
37.000000, 0.174230
38.000000, 0.166159
39.000000, 0.158343
40.000000, 0.150250
41.000000, 0.149381
42.000000, 0.141512
43.000000, 0.133636
44.000000, 0.132612
45.000000, 0.124780
46.000000, 0.117117
47.000000, 0.116464
48.000000, 0.108646
49.000000, 0.107984
50.000000, 0.100441
51.000000, 0.099809
52.000000, 0.098833
53.000000, 0.097683
54.000000, 0.096472
55.000000, 0.095205
56.000000, 0.093936
57.000000, 0.092748
58.000000, 0.084882
59.000000, 0.084898
60.000000, 0.084832
61.000000, 0.084713
62.000000, 0.084538
63.000000, 0.084356
64.000000, 0.084170
65.000000, 0.083889
66.000000, 0.083526
67.000000, 0.083097
68.000000, 0.082602
69.000000, 0.082008
70.000000, 0.081343
71.000000, 0.080624
72.000000, 0.079910
73.000000, 0.079215
74.000000, 0.078545
75.000000, 0.077877
76.000000, 0.077311
77.000000, 0.076740
78.000000, 0.076225
79.000000, 0.075728
80.000000, 0.075254
81.000000, 0.074779
82.000000, 0.074423
83.000000, 0.074189
84.000000, 0.074032
85.000000, 0.073910
86.000000, 0.073783
87.000000, 0.073645
88.000000, 0.073539
89.000000, 0.073491
90.000000, 0.073418
91.000000, 0.073310
92.000000, 0.073154
93.000000, 0.072941
94.000000, 0.072707
95.000000, 0.072411
96.000000, 0.072061
97.000000, 0.071737
98.000000, 0.071382
99.000000, 0.071058
100.000000, 0.070652
101.000000, 0.070150
102.000000, 0.069756
103.000000, 0.069463
104.000000, 0.069161
105.000000, 0.068843
106.000000, 0.068507
107.000000, 0.068217
108.000000, 0.067877
109.000000, 0.067540
110.000000, 0.067192
111.000000, 0.066897
112.000000, 0.066644
113.000000, 0.066372
114.000000, 0.066077
115.000000, 0.065830
116.000000, 0.065705
117.000000, 0.065507
118.000000, 0.065279
119.000000, 0.065080
120.000000, 0.064946
121.000000, 0.064879
122.000000, 0.064804
123.000000, 0.064753
124.000000, 0.064741
125.000000, 0.064694
126.000000, 0.064635
127.000000, 0.064594
128.000000, 0.064558
129.000000, 0.064535
130.000000, 0.064552
131.000000, 0.064690
132.000000, 0.064815
133.000000, 0.064769
134.000000, 0.064714
135.000000, 0.064645
136.000000, 0.064556
137.000000, 0.064456
138.000000, 0.064370
139.000000, 0.064198
140.000000, 0.064016
141.000000, 0.063840
142.000000, 0.063654
143.000000, 0.063428
144.000000, 0.063186
145.000000, 0.062976
146.000000, 0.062709
147.000000, 0.062442
148.000000, 0.062185
149.000000, 0.061940
150.000000, 0.061702
151.000000, 0.061439
152.000000, 0.061222
153.000000, 0.061012
154.000000, 0.060833
155.000000, 0.060708
156.000000, 0.060615
157.000000, 0.060548
158.000000, 0.060519
159.000000, 0.060504
160.000000, 0.060556
161.000000, 0.060628
162.000000, 0.060629
163.000000, 0.060618
164.000000, 0.060610
165.000000, 0.060614
166.000000, 0.060618
167.000000, 0.060618
168.000000, 0.060599
169.000000, 0.060574
170.000000, 0.060563
171.000000, 0.060557
172.000000, 0.060672
173.000000, 0.060706
174.000000, 0.060690
175.000000, 0.060683
176.000000, 0.060686
177.000000, 0.060692
178.000000, 0.060700
179.000000, 0.060711
180.000000, 0.060727
181.000000, 0.060752
182.000000, 0.060795
183.000000, 0.060877
184.000000, 0.060926
185.000000, 0.060993
186.000000, 0.061072
187.000000, 0.061150
188.000000, 0.061229
189.000000, 0.061294
190.000000, 0.061319
191.000000, 0.061304
192.000000, 0.061253
193.000000, 0.061148
194.000000, 0.061031
195.000000, 0.060951
196.000000, 0.060824
197.000000, 0.060621
198.000000, 0.060387
199.000000, 0.060160
200.000000, 0.059906
201.000000, 0.059715
202.000000, 0.059590
203.000000, 0.059490
204.000000, 0.059484
205.000000, 0.059509
206.000000, 0.059490
207.000000, 0.059499
208.000000, 0.059541
209.000000, 0.059635
210.000000, 0.059709
211.000000, 0.059750
212.000000, 0.059757
213.000000, 0.059764
214.000000, 0.059760
215.000000, 0.059745
216.000000, 0.059751
217.000000, 0.059746
218.000000, 0.059674
219.000000, 0.059596
220.000000, 0.059488
221.000000, 0.059401
222.000000, 0.059354
223.000000, 0.059317
224.000000, 0.059212
225.000000, 0.059102
226.000000, 0.058970
227.000000, 0.058871
228.000000, 0.058868
229.000000, 0.058817
230.000000, 0.058772
231.000000, 0.058763
232.000000, 0.058776
233.000000, 0.058770
234.000000, 0.058707
235.000000, 0.058624
236.000000, 0.058644
237.000000, 0.058631
238.000000, 0.058613
239.000000, 0.058606
240.000000, 0.058575
241.000000, 0.058589
242.000000, 0.058630
243.000000, 0.058638
244.000000, 0.058634
245.000000, 0.058655
246.000000, 0.058755
247.000000, 0.058874
248.000000, 0.058959
249.000000, 0.059093
250.000000, 0.059243
251.000000, 0.059341
252.000000, 0.059391
253.000000, 0.059366
254.000000, 0.059327
255.000000, 0.059267
256.000000, 0.059210
257.000000, 0.059157
258.000000, 0.059109
259.000000, 0.059086
260.000000, 0.059124
261.000000, 0.059223
262.000000, 0.059280
263.000000, 0.059380
264.000000, 0.059541
265.000000, 0.059724
266.000000, 0.059846
267.000000, 0.059965
268.000000, 0.060044
269.000000, 0.060122
270.000000, 0.060101
271.000000, 0.060017
272.000000, 0.059928
273.000000, 0.059839
274.000000, 0.059777
275.000000, 0.059793
276.000000, 0.059852
277.000000, 0.059793
278.000000, 0.059667
279.000000, 0.059595
280.000000, 0.059566
281.000000, 0.059578
282.000000, 0.059765
283.000000, 0.060016
284.000000, 0.060350
285.000000, 0.060547
286.000000, 0.060698
287.000000, 0.060680
288.000000, 0.060664
289.000000, 0.060600
290.000000, 0.060551
291.000000, 0.060454
292.000000, 0.060382
293.000000, 0.060418
294.000000, 0.060518
295.000000, 0.060706
296.000000, 0.060774
297.000000, 0.060781
298.000000, 0.060673
299.000000, 0.060550
300.000000, 0.060461
301.000000, 0.060388
302.000000, 0.060359
