s, A
0.000000, 0.942853
1.000000, 0.942830
2.000000, 0.970364
3.000000, 0.987342
4.000000, 0.959668
5.000000, 0.959671
6.000000, 0.976391
7.000000, 0.953608
8.000000, 0.994386
9.000000, 0.944692
10.000000, 0.973588
11.000000, 0.968678
12.000000, 0.966051
13.000000, 0.923746
14.000000, 0.960086
15.000000, 0.935680
16.000000, 0.954837
17.000000, 0.947389
18.000000, 0.947048
19.000000, 0.947402
20.000000, 0.948463
21.000000, 0.955978
22.000000, 0.956238
23.000000, 0.956142
24.000000, 0.956421
25.000000, 0.957527
26.000000, 0.965034
27.000000, 0.972455
28.000000, 0.963942
29.000000, 0.963200
30.000000, 0.971091
31.000000, 0.971007
32.000000, 0.971367
33.000000, 0.970465
34.000000, 0.970686
35.000000, 0.970756
36.000000, 0.963258
37.000000, 0.948301
38.000000, 0.947720
39.000000, 0.947136
40.000000, 0.931554
41.000000, 0.930639
42.000000, 0.930396
43.000000, 0.922560
44.000000, 0.914410
45.000000, 0.913434
46.000000, 0.914026
47.000000, 0.913622
48.000000, 0.913977
49.000000, 0.898455
50.000000, 0.898470
51.000000, 0.899134
52.000000, 0.898668
53.000000, 0.899284
54.000000, 0.884425
55.000000, 0.876087
56.000000, 0.875784
57.000000, 0.876639
58.000000, 0.876181
59.000000, 0.868815
60.000000, 0.861056
61.000000, 0.859983
62.000000, 0.859561
63.000000, 0.858572
64.000000, 0.851049
65.000000, 0.852219
66.000000, 0.859815
67.000000, 0.859288
68.000000, 0.859483
69.000000, 0.859665
70.000000, 0.858986
71.000000, 0.866589
72.000000, 0.866388
73.000000, 0.866942
74.000000, 0.874554
75.000000, 0.882008
76.000000, 0.882023
77.000000, 0.874020
78.000000, 0.873302
79.000000, 0.872634
80.000000, 0.871391
81.000000, 0.862937
82.000000, 0.855635
83.000000, 0.855346
84.000000, 0.855666
85.000000, 0.856268
86.000000, 0.855887
87.000000, 0.855257
88.000000, 0.854494
89.000000, 0.854976
90.000000, 0.855262
91.000000, 0.855493
92.000000, 0.855668
93.000000, 0.862909
94.000000, 0.862308
95.000000, 0.861303
96.000000, 0.860087
97.000000, 0.859166
98.000000, 0.858210
99.000000, 0.850350
100.000000, 0.842641
101.000000, 0.842628
102.000000, 0.842029
103.000000, 0.841442
104.000000, 0.841717
105.000000, 0.841435
106.000000, 0.826491
107.000000, 0.826603
108.000000, 0.841975
109.000000, 0.842712
110.000000, 0.849805
111.000000, 0.849306
112.000000, 0.848277
113.000000, 0.847571
114.000000, 0.847101
115.000000, 0.847355
116.000000, 0.839464
117.000000, 0.839686
118.000000, 0.840952
119.000000, 0.841674
120.000000, 0.841639
121.000000, 0.841666
122.000000, 0.842208
123.000000, 0.842674
124.000000, 0.842275
125.000000, 0.841438
126.000000, 0.841182
127.000000, 0.840805
128.000000, 0.839989
129.000000, 0.839365
130.000000, 0.838632
131.000000, 0.838420
132.000000, 0.837663
133.000000, 0.829721
134.000000, 0.829511
135.000000, 0.829439
136.000000, 0.821250
137.000000, 0.820559
138.000000, 0.820619
139.000000, 0.828240
140.000000, 0.828112
141.000000, 0.828494
142.000000, 0.829509
143.000000, 0.837073
144.000000, 0.837000
145.000000, 0.821566
146.000000, 0.820711
147.000000, 0.820254
148.000000, 0.819872
149.000000, 0.819189
150.000000, 0.818984
151.000000, 0.811277
152.000000, 0.810287
153.000000, 0.809191
154.000000, 0.808530
155.000000, 0.807770
156.000000, 0.815485
157.000000, 0.815881
158.000000, 0.816601
159.000000, 0.824376
160.000000, 0.824683
161.000000, 0.824600
162.000000, 0.816916
163.000000, 0.816042
164.000000, 0.815035
165.000000, 0.814770
166.000000, 0.814749
167.000000, 0.814146
168.000000, 0.813203
169.000000, 0.813328
170.000000, 0.821217
171.000000, 0.821252
172.000000, 0.813551
173.000000, 0.812649
174.000000, 0.812524
175.000000, 0.820318
176.000000, 0.821254
177.000000, 0.828689
178.000000, 0.829586
179.000000, 0.837244
180.000000, 0.838347
181.000000, 0.839174
182.000000, 0.839915
183.000000, 0.840096
184.000000, 0.840453
185.000000, 0.839910
186.000000, 0.839249
187.000000, 0.839391
188.000000, 0.840608
189.000000, 0.841854
190.000000, 0.842242
191.000000, 0.841878
192.000000, 0.841694
193.000000, 0.841999
194.000000, 0.842445
195.000000, 0.842903
196.000000, 0.843508
197.000000, 0.843269
198.000000, 0.835047
199.000000, 0.834775
200.000000, 0.834478
201.000000, 0.833709
202.000000, 0.833276
203.000000, 0.833764
204.000000, 0.841263
205.000000, 0.841728
206.000000, 0.842808
207.000000, 0.843342
208.000000, 0.843271
209.000000, 0.843713
210.000000, 0.844181
211.000000, 0.844737
212.000000, 0.845680
213.000000, 0.846388
214.000000, 0.846364
215.000000, 0.846065
216.000000, 0.846753
217.000000, 0.847088
218.000000, 0.846474
219.000000, 0.838593
220.000000, 0.837251
221.000000, 0.836640
222.000000, 0.836358
223.000000, 0.828533
224.000000, 0.828012
225.000000, 0.827186
226.000000, 0.826037
227.000000, 0.825018
228.000000, 0.825015
229.000000, 0.825877
230.000000, 0.826589
231.000000, 0.827023
232.000000, 0.826769
233.000000, 0.818833
234.000000, 0.810973
235.000000, 0.810532
236.000000, 0.802790
237.000000, 0.802826
238.000000, 0.803318
239.000000, 0.803868
240.000000, 0.804177
241.000000, 0.804530
242.000000, 0.804927
243.000000, 0.805009
244.000000, 0.804441
245.000000, 0.796629
246.000000, 0.796106
247.000000, 0.794867
248.000000, 0.793598
249.000000, 0.792413
250.000000, 0.791532
251.000000, 0.783435
252.000000, 0.775647
253.000000, 0.774796
254.000000, 0.773860
255.000000, 0.766153
256.000000, 0.765374
257.000000, 0.765211
258.000000, 0.765524
259.000000, 0.765337
260.000000, 0.764282
261.000000, 0.756548
262.000000, 0.755647
263.000000, 0.747935
264.000000, 0.740194
265.000000, 0.740036
266.000000, 0.740100
267.000000, 0.740508
268.000000, 0.741292
269.000000, 0.741796
270.000000, 0.741883
271.000000, 0.741290
272.000000, 0.740127
273.000000, 0.739768
274.000000, 0.739965
275.000000, 0.739878
276.000000, 0.739074
277.000000, 0.737826
278.000000, 0.736503
279.000000, 0.728894
280.000000, 0.721051
281.000000, 0.713523
282.000000, 0.712944
283.000000, 0.712474
284.000000, 0.711818
285.000000, 0.710848
286.000000, 0.709848
287.000000, 0.708839
288.000000, 0.708034
289.000000, 0.707320
290.000000, 0.706958
291.000000, 0.706983
292.000000, 0.707270
293.000000, 0.707435
294.000000, 0.707317
295.000000, 0.707220
296.000000, 0.706841
297.000000, 0.706398
298.000000, 0.706068
299.000000, 0.705616
300.000000, 0.704828
301.000000, 0.704019
302.000000, 0.703122
303.000000, 0.702180
304.000000, 0.701189
305.000000, 0.700120
306.000000, 0.699028
307.000000, 0.697916
308.000000, 0.696765
309.000000, 0.695615
310.000000, 0.694378
311.000000, 0.687012
312.000000, 0.686046
313.000000, 0.684963
314.000000, 0.684044
315.000000, 0.683119
316.000000, 0.682032
317.000000, 0.674429
318.000000, 0.673520
319.000000, 0.672273
320.000000, 0.671222
321.000000, 0.670255
322.000000, 0.669064
323.000000, 0.660942
324.000000, 0.660578
325.000000, 0.659883
326.000000, 0.659027
327.000000, 0.657912
328.000000, 0.656791
329.000000, 0.655760
330.000000, 0.654861
331.000000, 0.654031
332.000000, 0.652907
333.000000, 0.645161
334.000000, 0.644959
335.000000, 0.644728
336.000000, 0.644340
337.000000, 0.643692
338.000000, 0.642757
339.000000, 0.634789
340.000000, 0.634471
341.000000, 0.633937
342.000000, 0.633449
343.000000, 0.633095
344.000000, 0.632609
345.000000, 0.632004
346.000000, 0.631438
347.000000, 0.631009
348.000000, 0.630729
349.000000, 0.630813
350.000000, 0.631121
351.000000, 0.631526
352.000000, 0.631866
353.000000, 0.632040
