s, A
0.000000, 0.976002
1.000000, 0.975990
2.000000, 0.966380
3.000000, 0.964922
4.000000, 0.964897
5.000000, 0.964579
6.000000, 0.964819
7.000000, 0.965373
8.000000, 0.965104
9.000000, 0.964926
10.000000, 0.964434
11.000000, 0.964457
12.000000, 0.964541
13.000000, 0.964298
14.000000, 0.956729
15.000000, 0.956149
16.000000, 0.947997
17.000000, 0.947127
18.000000, 0.947315
19.000000, 0.955528
20.000000, 0.963326
21.000000, 0.963926
22.000000, 0.964277
23.000000, 0.964237
24.000000, 0.964059
25.000000, 0.963873
26.000000, 0.963980
27.000000, 0.964203
28.000000, 0.964224
29.000000, 0.963754
30.000000, 0.962874
31.000000, 0.954775
32.000000, 0.954041
33.000000, 0.946078
34.000000, 0.945720
35.000000, 0.945165
36.000000, 0.944456
37.000000, 0.943714
38.000000, 0.943096
39.000000, 0.942300
40.000000, 0.941744
41.000000, 0.941288
42.000000, 0.940885
43.000000, 0.940371
44.000000, 0.939623
45.000000, 0.938891
46.000000, 0.938430
47.000000, 0.937983
48.000000, 0.937750
49.000000, 0.937134
50.000000, 0.936027
51.000000, 0.934926
52.000000, 0.934082
53.000000, 0.933156
54.000000, 0.932132
55.000000, 0.931168
56.000000, 0.930643
57.000000, 0.930514
58.000000, 0.930744
59.000000, 0.931162
60.000000, 0.931579
61.000000, 0.931880
62.000000, 0.931674
63.000000, 0.931081
64.000000, 0.930350
65.000000, 0.929406
66.000000, 0.928250
67.000000, 0.927244
68.000000, 0.925996
69.000000, 0.924831
70.000000, 0.923646
71.000000, 0.922564
72.000000, 0.921498
73.000000, 0.920439
74.000000, 0.919735
75.000000, 0.919259
76.000000, 0.918925
77.000000, 0.918966
78.000000, 0.919130
79.000000, 0.919341
80.000000, 0.919594
81.000000, 0.919740
82.000000, 0.919542
83.000000, 0.919184
84.000000, 0.918787
85.000000, 0.918295
86.000000, 0.917535
87.000000, 0.916708
88.000000, 0.915758
89.000000, 0.914736
90.000000, 0.913507
91.000000, 0.912330
92.000000, 0.911279
93.000000, 0.910234
