s, A
0.000000, 0.549507
1.000000, 0.549461
2.000000, 0.542955
3.000000, 0.535305
4.000000, 0.533214
5.000000, 0.552877
6.000000, 0.542439
7.000000, 0.524049
8.000000, 0.540730
9.000000, 0.547360
10.000000, 0.530568
11.000000, 0.515688
12.000000, 0.524167
13.000000, 0.557242
14.000000, 0.542044
15.000000, 0.520481
16.000000, 0.555565
17.000000, 0.552017
18.000000, 0.549276
19.000000, 0.557580
20.000000, 0.540584
21.000000, 0.549209
22.000000, 0.559149
23.000000, 0.545407
24.000000, 0.534550
25.000000, 0.532416
26.000000, 0.542252
27.000000, 0.547522
28.000000, 0.549652
29.000000, 0.533819
30.000000, 0.537519
31.000000, 0.533872
32.000000, 0.542710
33.000000, 0.535445
34.000000, 0.539293
35.000000, 0.554401
36.000000, 0.554275
37.000000, 0.535865
38.000000, 0.551024
39.000000, 0.543124
40.000000, 0.546113
41.000000, 0.548232
42.000000, 0.550354
43.000000, 0.547994
44.000000, 0.538061
45.000000, 0.538307
46.000000, 0.530138
47.000000, 0.524658
48.000000, 0.555290
49.000000, 0.548664
50.000000, 0.561137
51.000000, 0.533449
52.000000, 0.552288
53.000000, 0.542818
54.000000, 0.544536
55.000000, 0.544861
56.000000, 0.559942
57.000000, 0.559856
58.000000, 0.551382
59.000000, 0.534819
60.000000, 0.566062
