s, A
0.000000, 1.005621
1.000000, 1.005575
2.000000, 1.010073
3.000000, 0.999902
4.000000, 1.000311
5.000000, 1.004871
6.000000, 0.960356
7.000000, 0.991373
8.000000, 1.000919
9.000000, 0.956719
10.000000, 0.992552
11.000000, 0.963021
12.000000, 0.972083
13.000000, 0.980896
14.000000, 0.980094
15.000000, 1.001988
16.000000, 1.000479
17.000000, 1.000284
18.000000, 1.000389
19.000000, 0.992765
20.000000, 0.985194
21.000000, 0.969229
22.000000, 0.953722
23.000000, 0.953071
24.000000, 0.938126
25.000000, 0.930176
26.000000, 0.929293
27.000000, 0.921573
28.000000, 0.913570
29.000000, 0.905759
30.000000, 0.890216
31.000000, 0.889590
32.000000, 0.874662
33.000000, 0.874351
34.000000, 0.858933
35.000000, 0.851073
36.000000, 0.843140
37.000000, 0.835384
38.000000, 0.827323
39.000000, 0.819251
40.000000, 0.811423
41.000000, 0.810578
42.000000, 0.802793
43.000000, 0.802220
44.000000, 0.794509
45.000000, 0.793552
46.000000, 0.792786
47.000000, 0.785311
48.000000, 0.785337
49.000000, 0.784750
50.000000, 0.783677
51.000000, 0.776073
52.000000, 0.775239
53.000000, 0.774056
54.000000, 0.765842
55.000000, 0.765296
56.000000, 0.765565
57.000000, 0.765334
58.000000, 0.765164
59.000000, 0.764712
60.000000, 0.764059
61.000000, 0.756345
62.000000, 0.756037
63.000000, 0.755871
64.000000, 0.755441
65.000000, 0.755470
66.000000, 0.756091
67.000000, 0.756552
68.000000, 0.757283
69.000000, 0.758200
70.000000, 0.758583
71.000000, 0.759311
72.000000, 0.766582
73.000000, 0.766431
74.000000, 0.765899
75.000000, 0.766064
76.000000, 0.766518
77.000000, 0.767265
78.000000, 0.768116
79.000000, 0.768712
80.000000, 0.769009
81.000000, 0.768863
82.000000, 0.769148
83.000000, 0.768510
84.000000, 0.767342
85.000000, 0.766374
86.000000, 0.765213
87.000000, 0.764004
88.000000, 0.762840
89.000000, 0.761775
90.000000, 0.760757
91.000000, 0.753039
92.000000, 0.752918
