s, A
0.000000, 0.519651
1.000000, 0.519648
2.000000, 0.519643
3.000000, 0.519604
4.000000, 0.519693
5.000000, 0.519792
6.000000, 0.519887
7.000000, 0.519949
8.000000, 0.519974
9.000000, 0.520012
10.000000, 0.520060
11.000000, 0.520043
12.000000, 0.520084
13.000000, 0.520128
14.000000, 0.520042
15.000000, 0.520112
16.000000, 0.520098
17.000000, 0.520130
18.000000, 0.520149
19.000000, 0.520064
20.000000, 0.520225
21.000000, 0.520230
22.000000, 0.520162
23.000000, 0.520070
24.000000, 0.520035
25.000000, 0.519929
26.000000, 0.519836
27.000000, 0.519803
28.000000, 0.519773
29.000000, 0.519781
30.000000, 0.519793
31.000000, 0.519799
32.000000, 0.519816
33.000000, 0.519726
34.000000, 0.519771
35.000000, 0.519861
36.000000, 0.519861
37.000000, 0.519794
38.000000, 0.519883
39.000000, 0.519854
40.000000, 0.519799
41.000000, 0.519789
42.000000, 0.519901
43.000000, 0.519886
44.000000, 0.519804
45.000000, 0.519825
46.000000, 0.519944
47.000000, 0.519886
48.000000, 0.519901
49.000000, 0.519882
50.000000, 0.519819
51.000000, 0.519766
52.000000, 0.519667
53.000000, 0.519663
54.000000, 0.519595
55.000000, 0.519753
56.000000, 0.519790
57.000000, 0.519813
58.000000, 0.519807
59.000000, 0.519755
60.000000, 0.519807
