s, A
0.000000, 0.712408
1.000000, 0.712368
2.000000, 0.697046
3.000000, 0.699891
4.000000, 0.702213
5.000000, 0.692154
6.000000, 0.691711
7.000000, 0.681414
8.000000, 0.691855
9.000000, 0.693528
10.000000, 0.685195
11.000000, 0.682738
12.000000, 0.690506
13.000000, 0.683192
14.000000, 0.690635
15.000000, 0.696050
16.000000, 0.695445
17.000000, 0.686937
18.000000, 0.686011
19.000000, 0.678152
20.000000, 0.670704
21.000000, 0.689051
22.000000, 0.690089
23.000000, 0.682192
24.000000, 0.687033
25.000000, 0.670707
26.000000, 0.680710
27.000000, 0.680168
28.000000, 0.679812
29.000000, 0.671265
30.000000, 0.679929
31.000000, 0.677341
32.000000, 0.665171
33.000000, 0.672216
34.000000, 0.681904
35.000000, 0.664787
36.000000, 0.681020
37.000000, 0.672547
38.000000, 0.663578
39.000000, 0.679599
40.000000, 0.670653
41.000000, 0.670892
42.000000, 0.679377
43.000000, 0.671581
44.000000, 0.662901
45.000000, 0.662399
46.000000, 0.671143
47.000000, 0.670520
48.000000, 0.678676
49.000000, 0.663904
50.000000, 0.663730
51.000000, 0.655443
52.000000, 0.670618
53.000000, 0.663076
54.000000, 0.663120
55.000000, 0.671125
56.000000, 0.662472
57.000000, 0.663432
58.000000, 0.656307
59.000000, 0.664988
60.000000, 0.657531
