s, A
0.000000, 0.926275
1.000000, 0.926268
2.000000, 0.926446
3.000000, 0.926434
4.000000, 0.926458
5.000000, 0.926464
6.000000, 0.926624
7.000000, 0.926553
8.000000, 0.926554
9.000000, 0.926463
10.000000, 0.926346
11.000000, 0.926422
12.000000, 0.926393
13.000000, 0.926417
14.000000, 0.926356
15.000000, 0.926291
16.000000, 0.926193
17.000000, 0.926235
18.000000, 0.926142
19.000000, 0.926141
20.000000, 0.926093
21.000000, 0.926009
22.000000, 0.926053
23.000000, 0.926189
24.000000, 0.926185
25.000000, 0.926146
26.000000, 0.926352
27.000000, 0.926263
28.000000, 0.926206
29.000000, 0.926216
30.000000, 0.926224
31.000000, 0.926293
32.000000, 0.926264
33.000000, 0.926329
34.000000, 0.926348
35.000000, 0.926368
36.000000, 0.926536
37.000000, 0.926495
38.000000, 0.926577
39.000000, 0.926491
40.000000, 0.926418
41.000000, 0.926454
42.000000, 0.926570
43.000000, 0.926476
44.000000, 0.926508
45.000000, 0.926517
46.000000, 0.926355
47.000000, 0.926276
48.000000, 0.926270
49.000000, 0.926206
50.000000, 0.926307
51.000000, 0.926329
52.000000, 0.926227
53.000000, 0.926194
54.000000, 0.926249
55.000000, 0.926323
56.000000, 0.926346
57.000000, 0.926331
58.000000, 0.926282
59.000000, 0.926324
60.000000, 0.926347
