s, A
0.000000, 0.378683
1.000000, 0.378680
2.000000, 0.378415
3.000000, 0.378276
4.000000, 0.378280
5.000000, 0.378219
6.000000, 0.378419
7.000000, 0.378527
8.000000, 0.378274
9.000000, 0.378280
10.000000, 0.378101
11.000000, 0.378083
12.000000, 0.377977
13.000000, 0.377985
14.000000, 0.378070
15.000000, 0.378233
16.000000, 0.378579
17.000000, 0.378358
18.000000, 0.378541
19.000000, 0.378546
20.000000, 0.378585
21.000000, 0.378643
22.000000, 0.378626
23.000000, 0.378708
24.000000, 0.378743
25.000000, 0.378696
26.000000, 0.378639
27.000000, 0.378444
28.000000, 0.378692
29.000000, 0.378858
30.000000, 0.378815
31.000000, 0.378868
32.000000, 0.378746
33.000000, 0.378518
34.000000, 0.378415
35.000000, 0.378546
36.000000, 0.378513
37.000000, 0.378554
38.000000, 0.378897
39.000000, 0.378588
40.000000, 0.378584
41.000000, 0.378410
42.000000, 0.378575
43.000000, 0.378592
44.000000, 0.378603
45.000000, 0.378645
46.000000, 0.378416
47.000000, 0.378625
48.000000, 0.378658
49.000000, 0.378601
50.000000, 0.378446
51.000000, 0.378384
52.000000, 0.377946
53.000000, 0.377581
54.000000, 0.377517
55.000000, 0.377421
56.000000, 0.377385
57.000000, 0.377415
58.000000, 0.377735
59.000000, 0.377657
60.000000, 0.377873
