sincing_velocity in px/s;mean esd in px;max esd in px;mean width in px;mean height in px;roughness;sharpness;porosity in px;intensity;first x position;first y position;timestamp;last x position;last y position;filename;gof
275.22184881704294;6.193199148846595;12.179179240065665;15.875;15.25;2.272231684776242;37.232877241749016;0.24706241471357207;39.77358490566038;742;678;0.15860819816589355;873;765;Object17681;0.9686970795187287
-335.3275271691853;3.9243331180545558;5.292567428401227;4.545454545454546;7.0;1.3324587269894317;40.49044114811182;0.10275237167839026;49.166666666666664;439;34;0.09900474548339844;295;104;Object17678;0.851919954075401
13.542820722238064;9.799554785257001;12.02134303343187;17.642857142857142;19.142857142857142;1.8370398193392725;57.72189936001536;0.3916977245909206;42.96629213483146;1638;31;0.04335618019104004;1643;18;Object17675;0.9070564133873436
-3.8853796040764355;13.307289842074123;16.83139324903241;23.5625;25.75;2.01755737681893;47.07897090264543;0.6537270105931161;42.57382361228515;249;1041;0.009732723236083984;251;1061;Object17644;0.03441688050424119
8.85037764206642;11.0836955194527;13.657583728599336;35.785714285714285;15.428571428571429;2.363567965277515;52.316568960331665;0.43511521157484234;40.5735294117647;197;375;0.12694263458251953;206;357;Object17679;0.12943914593214512
157.59013825580527;16.919418995748504;22.312253628700276;14.764705882352942;33.0;1.5171832360796569;38.30320988195689;0.8071596266557262;47.607601713062095;557;994;0.06864666938781738;636;1028;Object17676;0.8900225577689506
0.4082931811300188;4.331687560212755;5.046265044040321;6.461538461538462;6.461538461538462;1.2973592033332335;61.94097051940818;0.17497914905611753;50.208333333333336;269;1037;0.1906297206878662;263;1046;Object17683;0.00012490396002984294
14.052506560915448;4.4275859415968135;6.180387232371033;5.0;12.0;1.8850719101886122;53.021184685808635;0.17428420423001054;42.64490582191781;641;613;0.09900474548339844;603;470;Object17677;0.009803156511185795
-21.965527781581468;11.946238109071379;13.469841688927183;22.9375;9.3125;1.5168541222989893;55.89618733102871;0.44640267733585504;46.68437603442568;1912;59;0.12694263458251953;1882;41;Object17680;0.3638227203444967
22.38559563380629;4.894860721774882;6.076507779746499;8.0;9.666666666666666;1.6965345273391794;61.95883116308525;0.19907472092905035;41.01639344262295;10;554;0.4626801013946533;18;544;Object17688;0.872432426412086
